epoch;accuracy;loss;precision;recall;val_accuracy;val_loss;val_precision;val_recall
0;0.7745634913444519;0.454524964094162;0.3758056163787842;0.07998636364936829;0.777817964553833;0.5981974005699158;0.0;0.0
1;0.8519448041915894;0.2796342372894287;0.7740784883499146;0.43575531244277954;0.7320014238357544;0.47873222827911377;0.4446173310279846;0.8276069760322571
2;0.8891162276268005;0.23454947769641876;0.7485331296920776;0.726168155670166;0.7265381217002869;0.4853164553642273;0.44630002975463867;0.9588759541511536
3;0.9018663763999939;0.2039605975151062;0.7867065668106079;0.7432887554168701;0.5282794833183289;0.7150681018829346;0.32016199827194214;0.9996933341026306
4;0.9017987847328186;0.19690652191638947;0.7982224225997925;0.724586009979248;0.6003497242927551;0.7746968865394592;0.33233630657196045;0.791576623916626
5;0.9006428122520447;0.19995704293251038;0.7836006879806519;0.7405575513839722;0.6142114996910095;0.9499553442001343;0.3496055006980896;0.8558154106140137
6;0.9092968106269836;0.1851651817560196;0.8170093297958374;0.7428154349327087;0.7778283357620239;1.0498303174972534;1.0;4.6511391701642424e-05
7;0.9051685929298401;0.19551242887973785;0.8146985173225403;0.7212154269218445;0.8041012287139893;0.40432965755462646;0.7029334306716919;0.2049030214548111
8;0.916332483291626;0.1731085181236267;0.8328174352645874;0.7623795866966248;0.8601051568984985;0.30893653631210327;0.8134732246398926;0.4805745780467987
9;0.92037433385849;0.16887548565864563;0.8176627159118652;0.8085190057754517;0.8433981537818909;0.3864653706550598;0.9036461114883423;0.3304031193256378
10;0.9210719466209412;0.16978135704994202;0.8297295570373535;0.7944996953010559;0.8801534175872803;0.26315316557884216;0.7999842762947083;0.6141720414161682
11;0.921822190284729;0.16935499012470245;0.8130688667297363;0.824539065361023;0.8163676857948303;0.7173931002616882;0.941574215888977;0.18499033153057098
12;0.9243972897529602;0.16512827575206757;0.8488864302635193;0.7871125340461731;0.8979440331459045;0.22395376861095428;0.7446181774139404;0.8229536414146423
13;0.9246745109558105;0.16139750182628632;0.8456029295921326;0.7930924296379089;0.9188342094421387;0.1744818091392517;0.7980438470840454;0.8497841954231262
14;0.9301325082778931;0.1571083664894104;0.8480982184410095;0.8207971453666687;0.8582704067230225;0.38383790850639343;0.8228069543838501;0.461505651473999
0;0.7907638549804688;0.3379053771495819;0.5481547713279724;0.15134884417057037;0.4981098473072052;0.6133836507797241;0.2982742190361023;0.9887328743934631
1;0.8893490433692932;0.23845936357975006;0.6936901807785034;0.8690683841705322;0.8429132699966431;0.3711627423763275;0.6866814494132996;0.4938441216945648
2;0.9007309079170227;0.20994335412979126;0.7389075756072998;0.8323840498924255;0.8242534399032593;0.4680437445640564;0.9342978596687317;0.19518059492111206
3;0.9141054153442383;0.1850508749485016;0.7892547845840454;0.8192273378372192;0.8471071124076843;0.38392817974090576;0.8766959309577942;0.3350151479244232
4;0.9241334199905396;0.16951407492160797;0.8213704824447632;0.8269819021224976;0.8616200685501099;0.3401620090007782;0.8082520365715027;0.4660605788230896
5;0.9258748292922974;0.16440719366073608;0.8269004225730896;0.8286938071250916;0.8441659212112427;0.551082193851471;0.6977965831756592;0.48366594314575195
