epoch;accuracy;loss;precision;recall;val_accuracy;val_loss;val_precision;val_recall
0;0.7537206411361694;0.5264304280281067;0.27055227756500244;0.07959777116775513;0.8036245703697205;0.5069905519485474;0.0;0.0
1;0.787054717540741;0.3505518436431885;0.6403365731239319;0.04245675355195999;0.8036245703697205;0.5196545124053955;0.0;0.0
2;0.8709931969642639;0.27479079365730286;0.7464330792427063;0.6141738891601562;0.809067964553833;0.4596727192401886;0.5081169605255127;0.8676120042800903
3;0.8972389101982117;0.23015527427196503;0.7632943987846375;0.7631813883781433;0.8035110235214233;0.36390015482902527;0.4998466968536377;0.9424362778663635
4;0.9064659476280212;0.2042149007320404;0.7922764420509338;0.7712361216545105;0.5792266726493835;0.7034420371055603;0.31645724177360535;0.9850976467132568
5;0.9118387699127197;0.19121882319450378;0.8071362376213074;0.7802450060844421;0.8663519024848938;0.3129509687423706;0.6050896644592285;0.9196009039878845
6;0.9179124236106873;0.17951583862304688;0.8149092197418213;0.8045246601104736;0.7694191932678223;0.43393033742904663;0.3903970718383789;0.31021401286125183
7;0.9197061657905579;0.17604561150074005;0.8295866250991821;0.7929388880729675;0.7976279258728027;0.4323887526988983;0.49021410942077637;0.7648487091064453
8;0.9195782542228699;0.17731645703315735;0.8267529606819153;0.7963195443153381;0.8443130254745483;0.3479481041431427;0.5955668687820435;0.6456207633018494
9;0.925837516784668;0.16603320837020874;0.8372712731361389;0.8171213865280151;0.7481063008308411;0.43524929881095886;0.4112640917301178;0.6551489233970642
10;0.9248197078704834;0.16573193669319153;0.8312004208564758;0.820186197757721;0.8802151083946228;0.24469971656799316;0.8387371301651001;0.48285990953445435
11;0.9284014105796814;0.16090114414691925;0.8372519016265869;0.8318100571632385;0.8318457007408142;0.3162567913532257;0.5470947623252869;0.8347329497337341
12;0.9216251373291016;0.17144273221492767;0.8281199336051941;0.8062447905540466;0.917976975440979;0.17847788333892822;0.8286826610565186;0.7340737581253052
13;0.9278581142425537;0.16227257251739502;0.8395839333534241;0.8253064155578613;0.9201698899269104;0.18253669142723083;0.744184672832489;0.9043573141098022
14;0.9288938641548157;0.1591508388519287;0.8419150710105896;0.8278270959854126;0.8214393854141235;0.43646350502967834;0.5253089666366577;0.9414668679237366
